"message","link","permalink_url","created_time","type","id","comments.data","comments.summary.order","comments.summary.total_count","comments.summary.can_comment","likes.data","likes.summary.total_count","likes.summary.can_like","likes.summary.has_liked","reactions.data","reactions.summary.total_count","reactions.summary.viewer_reaction"
"Cristiano and Pepe.     

The CR7 Collection.

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048253445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148048253445","[]","chronological","30","true","[]","846","true","false","[]","860","NONE"
"Stand out in the striking black, blue and pink fusion of the CR Nike5 Gato.

Get the CR7 Collection:

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048948445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148048948445","[]","chronological","8","true","[]","459","true","false","[]","461","NONE"
"Training in style with the CR Mercurial Vapor VIII, CR Nike5 Gato, CR Mercurial Lite Guard, CR Prestige Ball, CR SS Training Top and CR Cheyenne Backpack.

Get the CR7 Collection: 

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048658445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148048658445","[]","chronological","130","true","[]","2475","true","false","[]","2498","NONE"
"The CR7 core tee combines Cristiano’s “Love To Win, Hate To Lose” attitude with ornate Portuguese calligraphy that speaks to Cristiano’s heritage. 

Find out more about the CR7 Collection:

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148049253445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148049253445","[]","chronological","23","true","[]","931","true","false","[]","943","NONE"
"Cristiano in the studio. Performance inspired by individuality and a dedication to perfection.

Get the CR7 Collection:

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048283445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148048283445","[]","chronological","14","true","[]","1054","true","false","[]","1077","NONE"
"Always look good with the Nike Wardour Max I, CR N98 Fleece, CR Core Tee, CR Saturday Jacket and CR LS Crew. 

Get the CR7 Collection: 

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048348445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148048348445","[]","chronological","12","true","[]","731","true","false","[]","734","NONE"
"Look sharp in the CR Core Tee and Nike CR Saturday Jacket.

Get the CR7 Collection:

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048738445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148048738445","[]","chronological","56","true","[]","1463","true","false","[]","1487","NONE"
"Defy the elements in the Nike CR Saturday Jacket, Twill Terrain Pant and Nike Woodridge Supreme 6. 

Explore the CR7 Collection:

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048808445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148048808445","[]","chronological","33","true","[]","1100","true","false","[]","1115","NONE"
"Claim the street with the CR Nike5 Gato. 

Check out every facet of the CR7 Collection here:

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148049063445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148049063445","[]","chronological","86","true","[]","1842","true","false","[]","1870","NONE"
"Off-Pitch personality with the Nike Wardour Max I. 

Find out more about the CR7 Collection:

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048168445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148080338445","[]","chronological","44","true","[]","1157","true","false","[]","1164","NONE"
"Perform inspired with the CR Mercurial Vapor VIII, CR Mercurial Lite Guard, CR Prestige Ball and CR SS Training Top. 

Get to know the CR7 Collection:

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048888445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148048888445","[]","chronological","90","true","[]","2078","true","false","[]","2105","NONE"
"Clean style with the CR Tennis Classic. The CR7 Collection. 

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148048453445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148048453445","[]","chronological","86","true","[]","2035","true","false","[]","2091","NONE"
"The CR Mercurial Vapor VIII Boot is built to perform. Explore the CR7 Collection.

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148049123445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148049123445","[]","chronological","4","true","[]","469","true","false","[]","473","NONE"
"Cristiano's signature CR Mercurial Vapor VIII Boot is reworked in classic black and white, complimented by a pink plate fading upward from pink to blue. 

Find out more about the CR7 Collection:

Europe:
http://gonike.me/NikeCR7CollectionEU

U.S.:
http://go.nike.com/NikeCR7CollectionUS","https://www.facebook.com/nike/photos/a.10151148048118445.457699.15087023444/10151148049173445/?type=3","https://www.facebook.com/15087023444/posts/10151148080338445/","2012-11-08T00:31:48+0000","photo","15087023444_10151148049173445","[]","chronological","121","true","[]","1631","true","false","[]","1650","NONE"
"Laces locked. The hunt continues. Out of Miami and coming to a city near you. The LeBron X+ Pressure. 

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376888445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376888445","[]","chronological","4","true","[]","303","true","false","[]","305","NONE"
"A window on the outsole lets you see the innovative cushioning inside. LeBron is ready to hit the road. Are you? 

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376728445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376728445","[]","chronological","3","true","[]","211","true","false","[]","211","NONE"
"Every city. Every game. All over the country. Using sensors in the soles, Nike+ Basketball tracks every move and syncs directly to your iPhone, letting you know exactly how high, how quick and how hard you play, no matter where you are.

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376503445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376503445","[]","chronological","25","true","[]","487","true","false","[]","490","NONE"
"The game doesn’t care about homecourt advantage. Only performance. As the first signature basketball shoe featuring Nike+ Basketball technology, the LeBron X+ tracks and measures performance, while an app provides feedback. Meet your new personal coach: 

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376648445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376648445","[]","chronological","8","true","[]","316","true","false","[]","317","NONE"
"Own road games with nimble explosiveness. The lightweight injected Phylon midsole is nearly one ounce lighter than the traditional Phylon midsole. The LeBron X+ Pressure is now available. 

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376583445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376583445","[]","chronological","4","true","[]","265","true","false","[]","267","NONE"
"Champions win anywhere. The road won't know what hit it. Feel the future now:

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376698445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376698445","[]","chronological","129","true","[]","1668","true","false","[]","1693","NONE"
"Silence the crowd. Get to know the LeBron X+ Pressure. 

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376918445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376918445","[]","chronological","121","true","[]","1422","true","false","[]","1430","NONE"
"Home or away, the game is still the same. Quick enough for guards. Sturdy enough for bigs. The hold of Flywire, the comfort of Zoom Air and the strength of Hyperfuse connect to become unbreakable. Explore the LeBron X+ Pressure: 

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376483445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140399523445","[]","chronological","42","true","[]","663","true","false","[]","672","NONE"
"Frosty grill for a game so cold. Don't take it on the road. Take it to the road. Find out more about the LeBron X+ Pressure. 

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376838445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376838445","[]","chronological","2","true","[]","224","true","false","[]","225","NONE"
"The home court can't come with you, but the advantage can. With the dynamic fit and excellent lockdown of Flywire technology, the LeBron X+ gives you that advantage. Available to the world. 

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376543445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376543445","[]","chronological","34","true","[]","662","true","false","[]","669","NONE"
"The full-length, visible Nike Zoom unit provides low profile maximum cushioning with a soft and responsive feel under the entire footbed as well as a unique aesthetic. Check out every facet of the LeBron X+ Pressure here: 

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376628445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376628445","[]","chronological","5","true","[]","213","true","false","[]","214","NONE"
"Every colorway tells a story. In 2010, LeBron switched to No. 6 to match his Olympic uniform number.

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376793445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376793445","[]","chronological","3","true","[]","210","true","false","[]","211","NONE"
"Forged by time, heat and pressure, the diamond inspires LeBron James' tenth Nike signature shoe.

http://gonike.me/LeBronXPressure","https://www.facebook.com/nike/photos/a.10151140376428445.456400.15087023444/10151140376768445/?type=3","https://www.facebook.com/15087023444/posts/10151140399523445/","2012-11-02T14:35:50+0000","photo","15087023444_10151140376768445","[]","chronological","5","true","[]","315","true","false","[]","317","NONE"
"Super-strong, ultra-lightweight Flywire cables—designed to move naturally with the body—tighten during quick cuts and sudden changes of direction, enhancing support and lockdown when you need it.","https://www.facebook.com/nike/photos/a.10151136875468445.455796.15087023444/10151136876503445/?type=3","https://www.facebook.com/15087023444/posts/10151136903728445/","2012-10-31T00:47:55+0000","photo","15087023444_10151136876503445","[]","chronological","1","true","[]","204","true","false","[]","205","NONE"
"Hyperfuse upper with dynamic flywire cables combine for lightweight support and lockdown fit.","https://www.facebook.com/nike/photos/a.10151136875468445.455796.15087023444/10151136876793445/?type=3","https://www.facebook.com/15087023444/posts/10151136903728445/","2012-10-31T00:47:55+0000","photo","15087023444_10151136876793445","[]","chronological","2","true","[]","198","true","false","[]","200","NONE"
"A third MVP billing catapulted LeBron into an exclusive club; he's now one of only 7 players to win 3 of the coveted trophies.","https://www.facebook.com/nike/photos/a.10151136875468445.455796.15087023444/10151136875848445/?type=3","https://www.facebook.com/15087023444/posts/10151136903728445/","2012-10-31T00:47:55+0000","photo","15087023444_10151136875848445","[]","chronological","6","true","[]","236","true","false","[]","240","NONE"
"King James ushers in a new campaign with a special, gold-themed LeBron X, paying tribute to the team’s Championship.","https://www.facebook.com/nike/photos/a.10151136875468445.455796.15087023444/10151136875603445/?type=3","https://www.facebook.com/15087023444/posts/10151136903728445/","2012-10-31T00:47:55+0000","photo","15087023444_10151136903728445","[]","chronological","126","true","[]","1622","true","false","[]","1640","NONE"
"The full-length visible Nike Zoom unit is engineered specifically for LeBron, delivering a perfect combination of impact, protection and responsiveness.","https://www.facebook.com/nike/photos/a.10151136875468445.455796.15087023444/10151136875988445/?type=3","https://www.facebook.com/15087023444/posts/10151136903728445/","2012-10-31T00:47:55+0000","photo","15087023444_10151136875988445","[]","chronological","2","true","[]","213","true","false","[]","217","NONE"
"With a well-rounded toe box to match the King's well-rounded game, the LeBron X is capped off with a signature swoosh.","https://www.facebook.com/nike/photos/a.10151136875468445.455796.15087023444/10151136876303445/?type=3","https://www.facebook.com/15087023444/posts/10151136903728445/","2012-10-31T00:47:55+0000","photo","15087023444_10151136876303445","[]","chronological","7","true","[]","346","true","false","[]","349","NONE"
"Stamped for greatness. Glittered in gold.","https://www.facebook.com/nike/photos/a.10151136875468445.455796.15087023444/10151136876158445/?type=3","https://www.facebook.com/15087023444/posts/10151136903728445/","2012-10-31T00:47:55+0000","photo","15087023444_10151136876158445","[]","chronological","1","true","[]","202","true","false","[]","206","NONE"
"The hold of Flywire, the comfort of Zoom Air and the strength of Hyperfuse connect to become unbreakable.","https://www.facebook.com/nike/photos/a.10151136875468445.455796.15087023444/10151136876618445/?type=3","https://www.facebook.com/15087023444/posts/10151136903728445/","2012-10-31T00:47:55+0000","photo","15087023444_10151136876618445","[]","chronological","42","true","[]","1046","true","false","[]","1059","NONE"
"Stay connected, motivated, and on track. Nike+ Kinect Training takes your fitness further by allowing you to compete in challenges and share encouragement with friends.

Available now:
http://gonike.me/NikePlus_KinectTraining","https://www.facebook.com/nike/photos/a.10151136160828445.455690.15087023444/10151136160913445/?type=3","https://www.facebook.com/15087023444/posts/10151136266438445/","2012-10-30T16:03:58+0000","photo","15087023444_10151136266438445","[]","chronological","15","true","[]","223","true","false","[]","223","NONE"
"Personalized training. Real-time coaching. All from your own living room. Nike+ Kinect Training for XBOX 360 has arrived:

http://gonike.me/NikePlus_KinectTraining","https://www.facebook.com/nike/photos/a.10151136160828445.455690.15087023444/10151136160913445/?type=3","https://www.facebook.com/15087023444/posts/10151136266438445/","2012-10-30T16:03:58+0000","photo","15087023444_10151136266438445","[]","chronological","104","true","[]","4189","true","false","[]","4189","NONE"
"A custom hood means more comfort and less excuses not to train. With the Nike Vapor Windrunner, there is no reason not to get up, get out and get running. http://gonike.me/VaporMen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122704978445/?type=3","https://www.facebook.com/15087023444/posts/10151122710943445/","2012-10-21T21:22:31+0000","photo","15087023444_10151122704978445","[]","chronological","5","true","[]","228","true","false","[]","228","NONE"
"Stay dry. Stay visible. Keep running. Defy the elements with the Nike Vapor Windrunner jacket for men. http://gonike.me/VaporMen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122704898445/?type=3","https://www.facebook.com/15087023444/posts/10151122710943445/","2012-10-21T21:22:31+0000","photo","15087023444_10151122704898445","[]","chronological","2","true","[]","145","true","false","[]","145","NONE"
"Cold, drenching rain? No problem. Don’t let weather stand in the way of a run. Nike Vapor Windrunner is your shield against the storm. Feel the protection power of Storm-FIT.","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122705078445/?type=3","https://www.facebook.com/15087023444/posts/10151122710943445/","2012-10-21T21:22:31+0000","photo","15087023444_10151122705078445","[]","chronological","3","true","[]","142","true","false","[]","142","NONE"
"Protection in the storm. Visibility in the dark. Find comfort in all conditions with the Nike Vapor Windrunner for women. http://gonike.me/VaporWomen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122705168445/?type=3","https://www.facebook.com/15087023444/posts/10151122710943445/","2012-10-21T21:22:31+0000","photo","15087023444_10151122705168445","[]","chronological","9","true","[]","188","true","false","[]","188","NONE"
"Bring on the rain. Bring on the wind. Kill the lights. The Nike Vapor Windrunner jacket means Allyson Felix is ready, no matter what the weather throws at her. 

Are you?
http://gonike.me/VaporWomen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122704598445/?type=3","https://www.facebook.com/15087023444/posts/10151122710943445/","2012-10-21T21:22:31+0000","photo","15087023444_10151122710943445","[]","chronological","10","true","[]","300","true","false","[]","301","NONE"
"Trey Hardee trains year-round. He can’t worry about the weather. He turns to the Nike Vapor Windrunner jacket, customized to cut out the elements. 

Available now:
http://gonike.me/VaporMen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122704718445/?type=3","https://www.facebook.com/15087023444/posts/10151122710943445/","2012-10-21T21:22:31+0000","photo","15087023444_10151122704718445","[]","chronological","41","true","[]","630","true","false","[]","630","NONE"
"Detachable. Durable. Customized fit. The hood gives excellent coverage for when the storm is overhead. Brave all conditions with the Nike Element Shield Max jacket for women.

http://gonike.me/ShieldMaxWomen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122225618445/?type=3","https://www.facebook.com/15087023444/posts/10151122233013445/","2012-10-21T14:59:13+0000","photo","15087023444_10151122225618445","[]","chronological","2","true","[]","117","true","false","[]","117","NONE"
"Train anytime, anywhere. Stay lit up regardless of low light with the Nike Element Shield Max jacket for men. 

http://gonike.me/ShieldMaxMen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122225488445/?type=3","https://www.facebook.com/15087023444/posts/10151122233013445/","2012-10-21T14:59:13+0000","photo","15087023444_10151122225488445","[]","chronological","7","true","[]","257","true","false","[]","257","NONE"
"The dark will never dull this shine. The Nike Element Shield Max jacket for women brings a glow into the night with reflective elements that remain visible in low-light conditions. 

http://gonike.me/ShieldMaxWomen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122225553445/?type=3","https://www.facebook.com/15087023444/posts/10151122233013445/","2012-10-21T14:59:13+0000","photo","15087023444_10151122225553445","[]","chronological","2","true","[]","210","true","false","[]","210","NONE"
"Winter weather doesn't scare Allyson Felix. She defies the worst forecast with the Nike Element Shield Max jacket for women. 

Available now:
http://gonike.me/ShieldMaxWomen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122225208445/?type=3","https://www.facebook.com/15087023444/posts/10151122233013445/","2012-10-21T14:59:13+0000","photo","15087023444_10151122233013445","[]","chronological","12","true","[]","366","true","false","[]","368","NONE"
"Zone shield fabrication. Wind and water resistant. Stay warm and dry inside the Nike Element Shield Max jacket. Weather doesn’t stand a chance. 

http://gonike.me/ShieldMaxMen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122225393445/?type=3","https://www.facebook.com/15087023444/posts/10151122233013445/","2012-10-21T14:59:13+0000","photo","15087023444_10151122225393445","[]","chronological","9","true","[]","290","true","false","[]","290","NONE"
"Breathable protection. Custom coverage. Trey Hardee beats the weather with the Nike Element Shield Max jacket for men. 

Available now: http://gonike.me/ShieldMaxMen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151122225323445/?type=3","https://www.facebook.com/15087023444/posts/10151122233013445/","2012-10-21T14:59:13+0000","photo","15087023444_10151122225323445","[]","chronological","16","true","[]","293","true","false","[]","293","NONE"
"Like a second skin for cold temperatures, merino wool and flat-seam construction reduce chafing and increase warmth. Don’t be scared of the weather. Take it on with the Nike Dri-FIT Wool Crew for men.

  http://gonike.me/WoolCrewMen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151120915313445/?type=3","https://www.facebook.com/15087023444/posts/10151120921763445/","2012-10-20T14:57:46+0000","photo","15087023444_10151120915313445","[]","chronological","4","true","[]","113","true","false","[]","114","NONE"
"Warmth and protection all the way to your hands. The Nike Dri-FIT  Wool Hoodie for women has you covered. Train outdoors in any weather. 

http://gonike.me/WoolHoodieWomen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151120915823445/?type=3","https://www.facebook.com/15087023444/posts/10151120921763445/","2012-10-20T14:57:46+0000","photo","15087023444_10151120915823445","[]","chronological","14","true","[]","272","true","false","[]","274","NONE"
"Designed for runners, the hood provides warmth without obscuring vision. Feel the comfort not the cold with the Nike Dri-FIT  Wool Hoodie for women. 

http://gonike.me/WoolHoodieWomen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151120915663445/?type=3","https://www.facebook.com/15087023444/posts/10151120921763445/","2012-10-20T14:57:46+0000","photo","15087023444_10151120915663445","[]","chronological","2","true","[]","154","true","false","[]","154","NONE"
"The Nike Dri-FIT Wool Hoodie keeps out the cold, so Allyson Felix can keep running in any weather. Be prepared to take on Winter.  

Available now:
http://gonike.me/WoolHoodieWomen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151120915193445/?type=3","https://www.facebook.com/15087023444/posts/10151120921763445/","2012-10-20T14:57:46+0000","photo","15087023444_10151120915193445","[]","chronological","15","true","[]","492","true","false","[]","493","NONE"
"From thumbholes to Dri-FIT fabric, you’re ready to train no matter the weather. Defy the elements with the Nike Dri-FIT  Wool Crew for men.

 http://gonike.me/WoolCrewMen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151120915248445/?type=3","https://www.facebook.com/15087023444/posts/10151120921763445/","2012-10-20T14:57:46+0000","photo","15087023444_10151120915248445","[]","chronological","6","true","[]","243","true","false","[]","243","NONE"
"When winter weather starts, Trey Hardee doesn’t stop. He prepares to win against the elements with the pure warmth of the Nike Dri-FIT Wool Crew.  

Available now:
http://gonike.me/WoolCrewMen","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151120915138445/?type=3","https://www.facebook.com/15087023444/posts/10151120921763445/","2012-10-20T14:57:46+0000","photo","15087023444_10151120921763445","[]","chronological","10","true","[]","306","true","false","[]","306","NONE"
"The Nike Air Pegasus+ 29 Shield, Nike LunarGlide+ 4 Shield, Nike Free Run+ 3 Shield. The Nike Shield Collection for men. Any distance. Any conditions. 

Learn More:
http://gonike.me/hypershield_","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119666268445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119672178445","[]","chronological","43","true","[]","867","true","false","[]","870","NONE"
"Bring on the rain. Bring on the dark. Find protection with the Nike Shield Collection for women. 

http://gonike.me/hypershield_","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119667363445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119667363445","[]","chronological","24","true","[]","439","true","false","[]","440","NONE"
"Weatherized comfort. Exceptional visibility. The Nike LunarGlide+ 4 Shield for men delivers shelter from the storm.

 http://gonike.me/LunarGlide4_Men_","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119666398445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119666398445","[]","chronological","19","true","[]","540","true","false","[]","540","NONE"
"Lightweight. Ultra-responsive cushioning. Water resistant. The Nike Air Pegasus+ 29 Shield for women stands up to any forecast. 

http://gonike.me/Pegasus_Shield_Women_","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119666343445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119666343445","[]","chronological","18","true","[]","471","true","false","[]","472","NONE"
"Barefoot flexibility. Weather protection. The Nike Free Run+ 3 Shield for women provides a security blanket when Mother Nature won’t cooperate. 

http://gonike.me/Freerun_Shield_Women_","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119667528445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119667528445","[]","chronological","31","true","[]","678","true","false","[]","681","NONE"
"The legend still flies and keeps you dry. The weather won’t stop you in the Nike Air Pegasus+ 29 Shield for men.

 http://gonike.me/PegasusShield_Men","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119666293445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119666293445","[]","chronological","16","true","[]","514","true","false","[]","514","NONE"
"Smooth ride. Any weather. Make the elements obsolete with The Nike LunarGlide+ 4 Shield for women. 

http://gonike.me/LunarGlide_Shield_Women","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119666323445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119666323445","[]","chronological","2","true","[]","417","true","false","[]","418","NONE"
"Natural motion. Special protection. Run the elements with the Nike Free Run+ 3 Shield for men. 

http://gonike.me/Freerun_Shield_Men_","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119666433445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119666433445","[]","chronological","15","true","[]","570","true","false","[]","570","NONE"
"Bring on the rain. Bring on the dark. Find protection with the Nike Shield Collection for women. 

http://gonike.me/hypershield_","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119667363445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119667363445","[]","chronological","24","true","[]","439","true","false","[]","440","NONE"
"Barefoot flexibility. Weather protection. The Nike Free Run+ 3 Shield for women provides a security blanket when Mother Nature won’t cooperate. 

http://gonike.me/Freerun_Shield_Women_","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119667528445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119667528445","[]","chronological","31","true","[]","678","true","false","[]","681","NONE"
"Weatherized comfort. Exceptional visibility. The Nike LunarGlide+ 4 Shield for men delivers shelter from the storm.

 http://gonike.me/LunarGlide4_Men_","https://www.facebook.com/nike/photos/a.10151119666228445.453144.15087023444/10151119666398445/?type=3","https://www.facebook.com/15087023444/posts/10151119672178445/","2012-10-19T15:29:51+0000","photo","15087023444_10151119666398445","[]","chronological","19","true","[]","540","true","false","[]","540","NONE"
